区分名称,予備区分名称,生活習慣病フラグ,救急フラグ,データ区分,大項目,FHIR項目名称,FHIR識別文字列,略称,販売名称,材料(JLAC11),測定法(JLAC11),JLAC11コード,単位,材料(JLAC10),検査方法(JLAC10-測定法),JLAC10コード,基準値フラグ(下限),基準値フラグ(上限),基準値フラグ(判定),データタイプ,値の下限,値の上限,数値型の場合の形式,コード型の場合の値リスト,コード型のOID,並び順,適用開始日,適用終了日,,
生化学検査,,1,1,検査,γ-GTP(GGT),γ-GT(γ-GTP),GGT,γGT,富士ドライケムスライド GGT-PIII,血漿(EDTA入り),反射測光法(レフラクトメトリー)_富士ドライケムスライド GGT-PIII,C20240000242035F7,U/L,血漿,反射測光法(レフラクトメトリー),3B090000002229101,0,0,0,PQ,0,0,,,,800,00000000,,,
生化学検査,,1,1,検査,γ-GTP(GGT),γ-GT(γ-GTP),GGT,γGT,富士ドライケムスライド GGT-PIII,血漿(ヘパリン入り),反射測光法(レフラクトメトリー)_富士ドライケムスライド GGT-PIII,C20240000243035F7,U/L,血漿,反射測光法(レフラクトメトリー),3B090000002229101,0,0,0,PQ,0,0,,,,800,00000000,,,
生化学検査,,1,1,検査,γ-GTP(GGT),γ-GT(γ-GTP),GGT,γGT,富士ドライケムスライド GGT-PIII,血漿(クエン酸入り),反射測光法(レフラクトメトリー)_富士ドライケムスライド GGT-PIII,C20240000244035F7,U/L,血漿,反射測光法(レフラクトメトリー),3B090000002229101,0,0,0,PQ,0,0,,,,800,00000000,,,
生化学検査,,1,1,検査,γ-GTP(GGT),γ-GT(γ-GTP),GGT,γGT,富士ドライケムスライド GGT-PIII,血漿,反射測光法(レフラクトメトリー)_富士ドライケムスライド GGT-PIII,C20240000240035F7,U/L,血漿,反射測光法(レフラクトメトリー),3B090000002229101,0,0,0,PQ,0,0,,,,800,00000000,,,
生化学検査,,1,1,検査,γ-GTP(GGT),γ-GT(γ-GTP),GGT,γGT,Lタイプワコー γ-GT･J,血清,可視吸光光度法_Lタイプワコー γ-GT･J,C20240000250036F7,U/L,血清,可視吸光光度法,3B090000002327101,0,0,0,PQ,0,0,,,,800,00000000,,,
生化学検査,,1,1,検査,γ-GTP(GGT),γ-GT(γ-GTP),GGT,γGT,Lタイプワコー γ-GT･J,血漿(EDTA入り),可視吸光光度法_Lタイプワコー γ-GT･J,C20240000242036F7,U/L,血漿,可視吸光光度法,3B090000002227101,0,0,0,PQ,0,0,,,,800,00000000,,,
生化学検査,,1,1,検査,γ-GTP(GGT),γ-GT(γ-GTP),GGT,γGT,Lタイプワコー γ-GT･J,血漿(ヘパリン入り),可視吸光光度法_Lタイプワコー γ-GT･J,C20240000243036F7,U/L,血漿,可視吸光光度法,3B090000002227101,0,0,0,PQ,0,0,,,,800,00000000,,,
生化学検査,,1,1,検査,γ-GTP(GGT),γ-GT(γ-GTP),GGT,γGT,Lタイプワコー γ-GT･J,血漿(クエン酸入り),可視吸光光度法_Lタイプワコー γ-GT･J,C20240000244036F7,U/L,血漿,可視吸光光度法,3B090000002227101,0,0,0,PQ,0,0,,,,800,00000000,,,
生化学検査,,1,1,検査,γ-GTP(GGT),γ-GT(γ-GTP),GGT,γGT,Lタイプワコー γ-GT･J,血漿,可視吸光光度法_Lタイプワコー γ-GT･J,C20240000240036F7,U/L,血漿,可視吸光光度法,3B090000002227101,0,0,0,PQ,0,0,,,,800,00000000,,,
生化学検査,,1,1,検査,γ-GTP(GGT),γ-GT(γ-GTP),GGT,γGT,マルチローターⅢ,血清,可視吸光光度法_マルチローターⅢ,C20240000250037F7,U/L,血清,可視吸光光度法,3B090000002327101,0,0,0,PQ,0,0,,,,800,00000000,,,
生化学検査,,1,1,検査,γ-GTP(GGT),γ-GT(γ-GTP),GGT,γGT,アテリカCH γ-GT(GGT),血清,可視吸光光度法_アテリカCH γ-GT(GGT),C20240000250038F7,U/L,血清,可視吸光光度法,3B090000002327101,0,0,0,PQ,0,0,,,,800,00000000,,,
生化学検査,,1,1,検査,γ-GTP(GGT),γ-GT(γ-GTP),GGT,γGT,アテリカCH γ-GT(GGT),血漿(ヘパリン入り),可視吸光光度法_アテリカCH γ-GT(GGT),C20240000243038F7,U/L,血漿,可視吸光光度法,3B090000002227101,0,0,0,PQ,0,0,,,,800,00000000,,,
生化学検査,,1,1,検査,γ-GTP(GGT),γ-GT(γ-GTP),GGT,γGT,アテリカCH γ-GT(GGT),血漿,可視吸光光度法_アテリカCH γ-GT(GGT),C20240000240038F7,U/L,血漿,可視吸光光度法,3B090000002227101,0,0,0,PQ,0,0,,,,800,00000000,,,
生化学検査,,1,1,検査,γ-GTP(GGT),γ-GT(γ-GTP),GGT,γGT,コバス試薬 GGT GEN.2,血清,可視吸光光度法_コバス試薬 GGT GEN.2,C20240000250039F7,U/L,血清,可視吸光光度法,3B090000002327101,0,0,0,PQ,0,0,,,,800,00000000,,,
生化学検査,,1,1,検査,γ-GTP(GGT),γ-GT(γ-GTP),GGT,γGT,コバス試薬 GGT GEN.2,血漿(ヘパリン入り),可視吸光光度法_コバス試薬 GGT GEN.2,C20240000243039F7,U/L,血漿,可視吸光光度法,3B090000002227101,0,0,0,PQ,0,0,,,,800,00000000,,,
生化学検査,,1,1,検査,γ-GTP(GGT),γ-GT(γ-GTP),GGT,γGT,コバス試薬 GGT GEN.2,血漿(EDTA入り),可視吸光光度法_コバス試薬 GGT GEN.2,C20240000242039F7,U/L,血漿,可視吸光光度法,3B090000002227101,0,0,0,PQ,0,0,,,,800,00000000,,,
生化学検査,,1,1,検査,γ-GTP(GGT),γ-GT(γ-GTP),GGT,γGT,コバス試薬 GGT GEN.2,血漿,可視吸光光度法_コバス試薬 GGT GEN.2,C20240000240039F7,U/L,血漿,可視吸光光度法,3B090000002227101,0,0,0,PQ,0,0,,,,800,00000000,,,
生化学検査,,1,1,検査,γ-GTP(GGT),γ-GT(γ-GTP),GGT,γGT,γGT-II｢生研｣,血清,可視吸光光度法_γGT-II｢生研｣,C20240000250042F7,U/L,血清,可視吸光光度法,3B090000002327101,0,0,0,PQ,0,0,,,,800,00000000,,,
生化学検査,,1,1,検査,γ-GTP(GGT),γ-GT(γ-GTP),GGT,γGT,γGT-II｢生研｣,血漿,可視吸光光度法_γGT-II｢生研｣,C20240000240042F7,U/L,血漿,可視吸光光度法,3B090000002227101,0,0,0,PQ,0,0,,,,800,00000000,,,
生化学検査,,1,1,検査,γ-GTP(GGT),γ-GT(γ-GTP),GGT,γGT,BM テスト GGT,血清,JSCC対応法_BM テスト GGT,C20240000250046F7,U/L,血清,可視吸光光度法,3B090000002327101,0,0,0,PQ,0,0,,,,800,00000000,,,
生化学検査,,1,1,検査,γ-GTP(GGT),γ-GT(γ-GTP),GGT,γGT,BM テスト GGT,血漿,JSCC対応法_BM テスト GGT,C20240000240046F7,U/L,血漿,可視吸光光度法,3B090000002227101,0,0,0,PQ,0,0,,,,800,00000000,,,
生化学検査,,1,1,検査,γ-GTP(GGT),γ-GT(γ-GTP),GGT,γGT,BM テスト GGT,血漿(ヘパリン入り),JSCC対応法_BM テスト GGT,C20240000243046F7,U/L,血漿,可視吸光光度法,3B090000002227101,0,0,0,PQ,0,0,,,,800,00000000,,,
生化学検査,,1,1,検査,γ-GTP(GGT),γ-GT(γ-GTP),GGT,γGT,メジャー GGT,血清,JSCC対応法_メジャー GGT,C20240000250047F7,U/L,血清,可視吸光光度法,3B090000002327101,0,0,0,PQ,0,0,,,,800,00000000,,,
生化学検査,,1,1,検査,γ-GTP(GGT),γ-GT(γ-GTP),GGT,γGT,メジャー GGT,血漿,JSCC対応法_メジャー GGT,C20240000240047F7,U/L,血漿,可視吸光光度法,3B090000002227101,0,0,0,PQ,0,0,,,,800,00000000,,,
生化学検査,,1,1,検査,γ-GTP(GGT),γ-GT(γ-GTP),GGT,γGT,,血清,その他,C20240000250000F7,U/L,血清,その他,3B090000002399901,0,0,0,PQ,0,0,,,,800,00000000,,,
生化学検査,,1,1,検査,γ-GTP(GGT),γ-GT(γ-GTP),GGT,γGT,,血漿(EDTA入り),その他,C20240000242000F7,U/L,血漿,その他,3B090000002299901,0,0,0,PQ,0,0,,,,800,00000000,,,
生化学検査,,1,1,検査,γ-GTP(GGT),γ-GT(γ-GTP),GGT,γGT,,血漿(ヘパリン入り),その他,C20240000243000F7,U/L,血漿,その他,3B090000002299901,0,0,0,PQ,0,0,,,,800,00000000,,,
生化学検査,,1,1,検査,γ-GTP(GGT),γ-GT(γ-GTP),GGT,γGT,,血漿,その他,C20240000240000F7,U/L,血漿,その他,3B090000002299901,0,0,0,PQ,0,0,,,,800,00000000,,,
生化学検査,,1,1,検査,γ-GTP(GGT),γ-GT(γ-GTP),GGT,γGT,,血漿(クエン酸入り),その他,C20240000244000F7,U/L,血漿,その他,3B090000002299901,0,0,0,PQ,0,0,,,,800,00000000,,,
生化学検査,,1,1,検査,γ-GTP(GGT),γ-GT(γ-GTP),GGT,γGT,,全血(静脈血),その他,C20240000210000F7,U/L,全血,その他,3B090000001899901,0,0,0,PQ,0,0,,,,800,00000000,,,
生化学検査,,1,1,検査,γ-GTP(GGT),γ-GT(γ-GTP),GGT,γGT,,全血(静脈血、ヘパリン入り),その他,C20240000213000F7,U/L,全血(添加物入り),その他,3B090000001999901,0,0,0,PQ,0,0,,,,800,00000000,,,
生化学検査,,1,1,検査,γ-GTP(GGT),γ-GT(γ-GTP),GGT,γGT,,全血(静脈血、EDTA入り),その他,C20240000212000F7,U/L,全血(添加物入り),その他,3B090000001999901,0,0,0,PQ,0,0,,,,800,00000000,,,
生化学検査,,0,1,検査,コリンエステラーゼ(ChE),コリンエステラーゼ(ChE),ChE,ChE,ビトロス スライドCHE,血清,反射測光法(レフラクトメトリー)_ビトロス スライドCHE,C20280000250001F7,U/L,血清,反射測光法(レフラクトメトリー),3B110000002329101,0,0,0,PQ,0,0,,,,900,00000000,,,
生化学検査,,0,1,検査,コリンエステラーゼ(ChE),コリンエステラーゼ(ChE),ChE,ChE,ビトロス スライドCHE,血漿(ヘパリン入り),反射測光法(レフラクトメトリー)_ビトロス スライドCHE,C20280000243001F7,U/L,血漿,反射測光法(レフラクトメトリー),3B110000002229101,0,0,0,PQ,0,0,,,,900,00000000,,,
生化学検査,,0,1,検査,コリンエステラーゼ(ChE),コリンエステラーゼ(ChE),ChE,ChE,ビトロス スライドCHE,血漿,反射測光法(レフラクトメトリー)_ビトロス スライドCHE,C20280000240001F7,U/L,血漿,反射測光法(レフラクトメトリー),3B110000002229101,0,0,0,PQ,0,0,,,,900,00000000,,,
生化学検査,,0,1,検査,コリンエステラーゼ(ChE),コリンエステラーゼ(ChE),ChE,ChE,ビトロス スライドCHEJ,血清,反射測光法(レフラクトメトリー)_ビトロス スライドCHEJ,C20280000250002F7,U/L,血清,反射測光法(レフラクトメトリー),3B110000002329101,0,0,0,PQ,0,0,,,,900,00000000,,,
生化学検査,,0,1,検査,コリンエステラーゼ(ChE),コリンエステラーゼ(ChE),ChE,ChE,ビトロス スライドCHEJ,血漿(ヘパリン入り),反射測光法(レフラクトメトリー)_ビトロス スライドCHEJ,C20280000243002F7,U/L,血漿,反射測光法(レフラクトメトリー),3B110000002229101,0,0,0,PQ,0,0,,,,900,00000000,,,
生化学検査,,0,1,検査,コリンエステラーゼ(ChE),コリンエステラーゼ(ChE),ChE,ChE,ビトロス スライドCHEJ,血漿,反射測光法(レフラクトメトリー)_ビトロス スライドCHEJ,C20280000240002F7,U/L,血漿,反射測光法(レフラクトメトリー),3B110000002229101,0,0,0,PQ,0,0,,,,900,00000000,,,
生化学検査,,0,1,検査,コリンエステラーゼ(ChE),コリンエステラーゼ(ChE),ChE,ChE,フレックスカートリッジ コリンエステラーゼ PCHE,血清,可視吸光光度法(JSCC標準化対応法以外)_フレックスカートリッジ コリンエステラーゼ PCHE,C20280000250003F7,U/L,血清,可視吸光光度法(JSCC標準化対応法以外),3B110000002327701,0,0,0,PQ,0,0,,,,900,00000000,,,
生化学検査,,0,1,検査,コリンエステラーゼ(ChE),コリンエステラーゼ(ChE),ChE,ChE,フレックスカートリッジ コリンエステラーゼ PCHE,血漿(ヘパリン入り),可視吸光光度法(JSCC標準化対応法以外)_フレックスカートリッジ コリンエステラーゼ PCHE,C20280000243003F7,U/L,血漿,可視吸光光度法(JSCC標準化対応法以外),3B110000002227701,0,0,0,PQ,0,0,,,,900,00000000,,,
生化学検査,,0,1,検査,コリンエステラーゼ(ChE),コリンエステラーゼ(ChE),ChE,ChE,フレックスカートリッジ コリンエステラーゼ PCHE,血漿,可視吸光光度法(JSCC標準化対応法以外)_フレックスカートリッジ コリンエステラーゼ PCHE,C20280000240003F7,U/L,血漿,可視吸光光度法(JSCC標準化対応法以外),3B110000002227701,0,0,0,PQ,0,0,,,,900,00000000,,,
生化学検査,,0,1,検査,コリンエステラーゼ(ChE),コリンエステラーゼ(ChE),ChE,ChE,CHE試薬･L｢コクサイ｣,血清,可視吸光光度法(JSCC標準化対応法以外)_CHE試薬･L｢コクサイ｣,C20280000250004F7,U/L,血清,可視吸光光度法(JSCC標準化対応法以外),3B110000002327701,0,0,0,PQ,0,0,,,,900,00000000,,,
生化学検査,,0,1,検査,コリンエステラーゼ(ChE),コリンエステラーゼ(ChE),ChE,ChE,CHE試薬･L｢コクサイ｣,血漿(EDTA入り),可視吸光光度法(JSCC標準化対応法以外)_CHE試薬･L｢コクサイ｣,C20280000242004F7,U/L,血漿,可視吸光光度法(JSCC標準化対応法以外),3B110000002227701,0,0,0,PQ,0,0,,,,900,00000000,,,
生化学検査,,0,1,検査,コリンエステラーゼ(ChE),コリンエステラーゼ(ChE),ChE,ChE,CHE試薬･L｢コクサイ｣,血漿(ヘパリン入り),可視吸光光度法(JSCC標準化対応法以外)_CHE試薬･L｢コクサイ｣,C20280000243004F7,U/L,血漿,可視吸光光度法(JSCC標準化対応法以外),3B110000002227701,0,0,0,PQ,0,0,,,,900,00000000,,,
生化学検査,,0,1,検査,コリンエステラーゼ(ChE),コリンエステラーゼ(ChE),ChE,ChE,CHE試薬･L｢コクサイ｣,血漿,可視吸光光度法(JSCC標準化対応法以外)_CHE試薬･L｢コクサイ｣,C20280000240004F7,U/L,血漿,可視吸光光度法(JSCC標準化対応法以外),3B110000002227701,0,0,0,PQ,0,0,,,,900,00000000,,,
生化学検査,,0,1,検査,コリンエステラーゼ(ChE),コリンエステラーゼ(ChE),ChE,ChE,N-アッセイ CHE (ニットーボー),血清,紫外吸光光度法(UV法)_N-アッセイ CHE (ニットーボー),C20280000250005F7,U/L,血清,紫外吸光光度法(UV法),3B110000002327201,0,0,0,PQ,0,0,,,,900,00000000,,,
生化学検査,,0,1,検査,コリンエステラーゼ(ChE),コリンエステラーゼ(ChE),ChE,ChE,N-アッセイ CHE (ニットーボー),血漿(EDTA入り),紫外吸光光度法(UV法)_N-アッセイ CHE (ニットーボー),C20280000242005F7,U/L,血漿,紫外吸光光度法(UV法),3B110000002227201,0,0,0,PQ,0,0,,,,900,00000000,,,
生化学検査,,0,1,検査,コリンエステラーゼ(ChE),コリンエステラーゼ(ChE),ChE,ChE,N-アッセイ CHE (ニットーボー),血漿(ヘパリン入り),紫外吸光光度法(UV法)_N-アッセイ CHE (ニットーボー),C20280000243005F7,U/L,血漿,紫外吸光光度法(UV法),3B110000002227201,0,0,0,PQ,0,0,,,,900,00000000,,,
生化学検査,,0,1,検査,コリンエステラーゼ(ChE),コリンエステラーゼ(ChE),ChE,ChE,N-アッセイ CHE (ニットーボー),血漿(クエン酸入り),紫外吸光光度法(UV法)_N-アッセイ CHE (ニットーボー),C20280000244005F7,U/L,血漿,紫外吸光光度法(UV法),3B110000002227201,0,0,0,PQ,0,0,,,,900,00000000,,,
生化学検査,,0,1,検査,コリンエステラーゼ(ChE),コリンエステラーゼ(ChE),ChE,ChE,N-アッセイ CHE (ニットーボー),血漿,紫外吸光光度法(UV法)_N-アッセイ CHE (ニットーボー),C20280000240005F7,U/L,血漿,紫外吸光光度法(UV法),3B110000002227201,0,0,0,PQ,0,0,,,,900,00000000,,,
生化学検査,,0,1,検査,コリンエステラーゼ(ChE),コリンエステラーゼ(ChE),ChE,ChE,N-アッセイ L CHE ニットーボー,血清,JSCC対応法_N-アッセイ L CHE ニットーボー,C20280000250006F7,U/L,血清,紫外吸光光度法(UV法),3B110000002327201,0,0,0,PQ,0,0,,,,900,00000000,,,
生化学検査,,0,1,検査,コリンエステラーゼ(ChE),コリンエステラーゼ(ChE),ChE,ChE,N-アッセイ L CHE ニットーボー,血漿,JSCC対応法_N-アッセイ L CHE ニットーボー,C20280000240006F7,U/L,血漿,紫外吸光光度法(UV法),3B110000002227201,0,0,0,PQ,0,0,,,,900,00000000,,,
生化学検査,,0,1,検査,コリンエステラーゼ(ChE),コリンエステラーゼ(ChE),ChE,ChE,エスパ･CHEリキッド,血清,紫外吸光光度法(UV法)_エスパ･CHEリキッド,C20280000250007F7,U/L,血清,紫外吸光光度法(UV法),3B110000002327201,0,0,0,PQ,0,0,,,,900,00000000,,,
生化学検査,,0,1,検査,コリンエステラーゼ(ChE),コリンエステラーゼ(ChE),ChE,ChE,リキテック コリンエステラーゼ,血清,紫外吸光光度法(UV法)_リキテック コリンエステラーゼ,C20280000250008F7,U/L,血清,紫外吸光光度法(UV法),3B110000002327201,0,0,0,PQ,0,0,,,,900,00000000,,,
生化学検査,,0,1,検査,コリンエステラーゼ(ChE),コリンエステラーゼ(ChE),ChE,ChE,リキテック コリンエステラーゼ,血漿(EDTA入り),紫外吸光光度法(UV法)_リキテック コリンエステラーゼ,C20280000242008F7,U/L,血漿,紫外吸光光度法(UV法),3B110000002227201,0,0,0,PQ,0,0,,,,900,00000000,,,
生化学検査,,0,1,検査,コリンエステラーゼ(ChE),コリンエステラーゼ(ChE),ChE,ChE,リキテック コリンエステラーゼ,血漿(ヘパリン入り),紫外吸光光度法(UV法)_リキテック コリンエステラーゼ,C20280000243008F7,U/L,血漿,紫外吸光光度法(UV法),3B110000002227201,0,0,0,PQ,0,0,,,,900,00000000,,,
生化学検査,,0,1,検査,コリンエステラーゼ(ChE),コリンエステラーゼ(ChE),ChE,ChE,リキテック コリンエステラーゼ,血漿,紫外吸光光度法(UV法)_リキテック コリンエステラーゼ,C20280000240008F7,U/L,血漿,紫外吸光光度法(UV法),3B110000002227201,0,0,0,PQ,0,0,,,,900,00000000,,,
生化学検査,,0,1,検査,コリンエステラーゼ(ChE),コリンエステラーゼ(ChE),ChE,ChE,エクディアXL'栄研'CHE,血清,紫外吸光光度法(UV法)_エクディアXL'栄研'CHE,C20280000250009F7,U/L,血清,紫外吸光光度法(UV法),3B110000002327201,0,0,0,PQ,0,0,,,,900,00000000,,,
生化学検査,,0,1,検査,コリンエステラーゼ(ChE),コリンエステラーゼ(ChE),ChE,ChE,エクディアXL'栄研'CHE,血漿(EDTA入り),紫外吸光光度法(UV法)_エクディアXL'栄研'CHE,C20280000242009F7,U/L,血漿,紫外吸光光度法(UV法),3B110000002227201,0,0,0,PQ,0,0,,,,900,00000000,,,
生化学検査,,0,1,検査,コリンエステラーゼ(ChE),コリンエステラーゼ(ChE),ChE,ChE,エクディアXL'栄研'CHE,血漿(ヘパリン入り),紫外吸光光度法(UV法)_エクディアXL'栄研'CHE,C20280000243009F7,U/L,血漿,紫外吸光光度法(UV法),3B110000002227201,0,0,0,PQ,0,0,,,,900,00000000,,,
生化学検査,,0,1,検査,コリンエステラーゼ(ChE),コリンエステラーゼ(ChE),ChE,ChE,エクディアXL'栄研'CHE,血漿,紫外吸光光度法(UV法)_エクディアXL'栄研'CHE,C20280000240009F7,U/L,血漿,紫外吸光光度法(UV法),3B110000002227201,0,0,0,PQ,0,0,,,,900,00000000,,,
生化学検査,,0,1,検査,コリンエステラーゼ(ChE),コリンエステラーゼ(ChE),ChE,ChE,アクアオート カイノス CHE試薬,血清,紫外吸光光度法(UV法)_アクアオート カイノス CHE試薬,C20280000250010F7,U/L,血清,紫外吸光光度法(UV法),3B110000002327201,0,0,0,PQ,0,0,,,,900,00000000,,,
生化学検査,,0,1,検査,コリンエステラーゼ(ChE),コリンエステラーゼ(ChE),ChE,ChE,アクアオート カイノス CHE試薬,血漿(EDTA入り),紫外吸光光度法(UV法)_アクアオート カイノス CHE試薬,C20280000242010F7,U/L,血漿,紫外吸光光度法(UV法),3B110000002227201,0,0,0,PQ,0,0,,,,900,00000000,,,
生化学検査,,0,1,検査,コリンエステラーゼ(ChE),コリンエステラーゼ(ChE),ChE,ChE,アクアオート カイノス CHE試薬,血漿(ヘパリン入り),紫外吸光光度法(UV法)_アクアオート カイノス CHE試薬,C20280000243010F7,U/L,血漿,紫外吸光光度法(UV法),3B110000002227201,0,0,0,PQ,0,0,,,,900,00000000,,,
生化学検査,,0,1,検査,コリンエステラーゼ(ChE),コリンエステラーゼ(ChE),ChE,ChE,アクアオート カイノス CHE試薬,血漿,紫外吸光光度法(UV法)_アクアオート カイノス CHE試薬,C20280000240010F7,U/L,血漿,紫外吸光光度法(UV法),3B110000002227201,0,0,0,PQ,0,0,,,,900,00000000,,,
生化学検査,,0,1,検査,コリンエステラーゼ(ChE),コリンエステラーゼ(ChE),ChE,ChE,CH-EオートUVII,血清,紫外吸光光度法(UV法)_CH-EオートUVII,C20280000250011F7,U/L,血清,紫外吸光光度法(UV法),3B110000002327201,0,0,0,PQ,0,0,,,,900,00000000,,,
生化学検査,,0,1,検査,コリンエステラーゼ(ChE),コリンエステラーゼ(ChE),ChE,ChE,クイックオート ネオ CH-E,血清,紫外吸光光度法(UV法)_クイックオート ネオ CH-E,C20280000250012F7,U/L,血清,紫外吸光光度法(UV法),3B110000002327201,0,0,0,PQ,0,0,,,,900,00000000,,,
生化学検査,,0,1,検査,コリンエステラーゼ(ChE),コリンエステラーゼ(ChE),ChE,ChE,クイックオート ネオ CH-E,血漿(EDTA入り),紫外吸光光度法(UV法)_クイックオート ネオ CH-E,C20280000242012F7,U/L,血漿,紫外吸光光度法(UV法),3B110000002227201,0,0,0,PQ,0,0,,,,900,00000000,,,
生化学検査,,0,1,検査,コリンエステラーゼ(ChE),コリンエステラーゼ(ChE),ChE,ChE,クイックオート ネオ CH-E,血漿(ヘパリン入り),紫外吸光光度法(UV法)_クイックオート ネオ CH-E,C20280000243012F7,U/L,血漿,紫外吸光光度法(UV法),3B110000002227201,0,0,0,PQ,0,0,,,,900,00000000,,,
生化学検査,,0,1,検査,コリンエステラーゼ(ChE),コリンエステラーゼ(ChE),ChE,ChE,クイックオート ネオ CH-E,血漿,紫外吸光光度法(UV法)_クイックオート ネオ CH-E,C20280000240012F7,U/L,血漿,紫外吸光光度法(UV法),3B110000002227201,0,0,0,PQ,0,0,,,,900,00000000,,,
生化学検査,,0,1,検査,コリンエステラーゼ(ChE),コリンエステラーゼ(ChE),ChE,ChE,｢セロテック｣CHE-CL,血清,紫外吸光光度法(UV法)_｢セロテック｣CHE-CL,C20280000250013F7,U/L,血清,紫外吸光光度法(UV法),3B110000002327201,0,0,0,PQ,0,0,,,,900,00000000,,,
生化学検査,,0,1,検査,コリンエステラーゼ(ChE),コリンエステラーゼ(ChE),ChE,ChE,｢セロテック｣CHE-CL,血漿(EDTA入り),紫外吸光光度法(UV法)_｢セロテック｣CHE-CL,C20280000242013F7,U/L,血漿,紫外吸光光度法(UV法),3B110000002227201,0,0,0,PQ,0,0,,,,900,00000000,,,
生化学検査,,0,1,検査,コリンエステラーゼ(ChE),コリンエステラーゼ(ChE),ChE,ChE,｢セロテック｣CHE-CL,血漿(ヘパリン入り),紫外吸光光度法(UV法)_｢セロテック｣CHE-CL,C20280000243013F7,U/L,血漿,紫外吸光光度法(UV法),3B110000002227201,0,0,0,PQ,0,0,,,,900,00000000,,,
生化学検査,,0,1,検査,コリンエステラーゼ(ChE),コリンエステラーゼ(ChE),ChE,ChE,｢セロテック｣CHE-CL,血漿,紫外吸光光度法(UV法)_｢セロテック｣CHE-CL,C20280000240013F7,U/L,血漿,紫外吸光光度法(UV法),3B110000002227201,0,0,0,PQ,0,0,,,,900,00000000,,,
生化学検査,,0,1,検査,コリンエステラーゼ(ChE),コリンエステラーゼ(ChE),ChE,ChE,｢セロテック｣CHE-EL,血清,紫外吸光光度法(UV法)_｢セロテック｣CHE-EL,C20280000250014F7,U/L,血清,紫外吸光光度法(UV法),3B110000002327201,0,0,0,PQ,0,0,,,,900,00000000,,,
生化学検査,,0,1,検査,コリンエステラーゼ(ChE),コリンエステラーゼ(ChE),ChE,ChE,｢セロテック｣CHE-EL,血漿(EDTA入り),紫外吸光光度法(UV法)_｢セロテック｣CHE-EL,C20280000242014F7,U/L,血漿,紫外吸光光度法(UV法),3B110000002227201,0,0,0,PQ,0,0,,,,900,00000000,,,
生化学検査,,0,1,検査,コリンエステラーゼ(ChE),コリンエステラーゼ(ChE),ChE,ChE,｢セロテック｣CHE-EL,血漿(ヘパリン入り),紫外吸光光度法(UV法)_｢セロテック｣CHE-EL,C20280000243014F7,U/L,血漿,紫外吸光光度法(UV法),3B110000002227201,0,0,0,PQ,0,0,,,,900,00000000,,,
生化学検査,,0,1,検査,コリンエステラーゼ(ChE),コリンエステラーゼ(ChE),ChE,ChE,｢セロテック｣CHE-EL,血漿,紫外吸光光度法(UV法)_｢セロテック｣CHE-EL,C20280000240014F7,U/L,血漿,紫外吸光光度法(UV法),3B110000002227201,0,0,0,PQ,0,0,,,,900,00000000,,,
生化学検査,,0,1,検査,コリンエステラーゼ(ChE),コリンエステラーゼ(ChE),ChE,ChE,｢セロテック｣CHE-ML,血清,紫外吸光光度法(UV法)_｢セロテック｣CHE-ML,C20280000250015F7,U/L,血清,紫外吸光光度法(UV法),3B110000002327201,0,0,0,PQ,0,0,,,,900,00000000,,,
生化学検査,,0,1,検査,コリンエステラーゼ(ChE),コリンエステラーゼ(ChE),ChE,ChE,｢セロテック｣CHE-ML,血漿(EDTA入り),紫外吸光光度法(UV法)_｢セロテック｣CHE-ML,C20280000242015F7,U/L,血漿,紫外吸光光度法(UV法),3B110000002227201,0,0,0,PQ,0,0,,,,900,00000000,,,
生化学検査,,0,1,検査,コリンエステラーゼ(ChE),コリンエステラーゼ(ChE),ChE,ChE,｢セロテック｣CHE-ML,血漿(ヘパリン入り),紫外吸光光度法(UV法)_｢セロテック｣CHE-ML,C20280000243015F7,U/L,血漿,紫外吸光光度法(UV法),3B110000002227201,0,0,0,PQ,0,0,,,,900,00000000,,,
生化学検査,,0,1,検査,コリンエステラーゼ(ChE),コリンエステラーゼ(ChE),ChE,ChE,｢セロテック｣CHE-ML,血漿,紫外吸光光度法(UV法)_｢セロテック｣CHE-ML,C20280000240015F7,U/L,血漿,紫外吸光光度法(UV法),3B110000002227201,0,0,0,PQ,0,0,,,,900,00000000,,,
生化学検査,,0,1,検査,コリンエステラーゼ(ChE),コリンエステラーゼ(ChE),ChE,ChE,シカフィット CHE,血清,紫外吸光光度法(UV法)_シカフィット CHE,C20280000250016F7,U/L,血清,紫外吸光光度法(UV法),3B110000002327201,0,0,0,PQ,0,0,,,,900,00000000,,,
生化学検査,,0,1,検査,コリンエステラーゼ(ChE),コリンエステラーゼ(ChE),ChE,ChE,シカフィット CHE,血漿(ヘパリン入り),紫外吸光光度法(UV法)_シカフィット CHE,C20280000243016F7,U/L,血漿,紫外吸光光度法(UV法),3B110000002227201,0,0,0,PQ,0,0,,,,900,00000000,,,
生化学検査,,0,1,検査,コリンエステラーゼ(ChE),コリンエステラーゼ(ChE),ChE,ChE,シカフィット CHE,血漿,紫外吸光光度法(UV法)_シカフィット CHE,C20280000240016F7,U/L,血漿,紫外吸光光度法(UV法),3B110000002227201,0,0,0,PQ,0,0,,,,900,00000000,,,
